px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.1674	1.35566	5.18897	0.23432	0.20409	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	4.81195
10.3917	1.43457	5.15347	0.254651	0.216998	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	1.12104
10.6214	1.51812	5.02271	0.277811	0.235227	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	3.67976
10.8451	1.54758	4.98396	0.271913	0.213698	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	1.23468
11.1121	1.59983	5.05715	0.271672	0.198825	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	2.13362
11.3926	1.64521	5.1024	0.267062	0.180385	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	2.078
11.6229	1.70177	5.04078	0.272816	0.177274	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.770452
11.8521	1.76498	5.01991	0.280295	0.175681	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.301484
12.1094	1.85614	5.1139	0.295594	0.18211	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	1.48322
12.3528	1.88376	5.0917	0.282402	0.154587	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.701086
12.6099	1.94576	5.16113	0.282767	0.143958	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.894944
12.8104	2.07909	5.12258	0.323276	0.185237	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	3.23062
13.0791	2.1891	5.25115	0.339899	0.191465	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	3.17105
13.2836	2.3295	5.21759	0.378357	0.227187	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	2.52321
13.4602	2.4731	5.0446	0.423483	0.274317	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	10.9869
13.7108	2.58848	5.08088	0.438965	0.276282	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.892812
13.93	2.70101	5.05219	0.456431	0.281841	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.186465
14.1593	2.85477	5.08432	0.488311	0.303347	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.622698
14.4105	2.96719	5.18708	0.491153	0.283354	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	1.42665
14.6171	3.03673	5.11917	0.484772	0.25879	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	2.27479
14.8491	3.1934	5.20447	0.509807	0.270387	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	3.64358
15.0585	3.38646	5.23333	0.554195	0.307747	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	1.05862
15.2686	3.55403	5.19448	0.58706	0.332892	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	2.60749
15.4835	3.74134	5.23079	0.621322	0.354018	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.579586
15.6942	3.87615	5.20689	0.631533	0.345607	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	1.02058
15.9167	4.01738	5.21105	0.640159	0.335126	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.2244
16.1112	4.17844	5.13038	0.666602	0.353467	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	1.72768
16.3086	4.37305	5.16208	0.698551	0.370489	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.360277
16.519	4.53791	5.18911	0.711562	0.362364	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.647185
16.6968	4.70344	5.16378	0.731328	0.364481	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.499795
16.8491	4.88938	5.01357	0.774378	0.408407	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	4.12319
17.0123	5.11552	5.05409	0.816781	0.434548	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.636653
17.1828	5.28138	5.01339	0.832945	0.430304	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	1.60588
17.3406	5.46144	4.99596	0.854042	0.429905	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.173745
17.4976	5.62466	4.93147	0.870203	0.427437	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	3.00126
17.689	5.74603	4.8783	0.857808	0.387619	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	1.58509
17.8342	5.93589	4.82544	0.88708	0.40568	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.817931
18.0066	6.12972	4.85394	0.902859	0.400269	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0.83633
18.158	6.33473	4.88187	0.925564	0.402367	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.786348
18.2785	6.57749	4.92322	0.968449	0.429157	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.723101
18.4115	6.78856	4.91773	0.995076	0.437309	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.251609
18.5585	6.92288	4.82728	0.98847	0.404122	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	1.70707
18.7092	7.12909	4.88849	0.997942	0.384737	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.762193
18.906	7.26763	4.84301	0.97468	0.335189	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	3.79551
18.996	7.46314	4.73316	1.01227	0.370177	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	3.79213
19.0851	7.73481	4.80978	1.06328	0.408101	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	1.54912
19.2076	7.93945	4.81869	1.07708	0.397872	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.274879
19.2858	8.1587	4.80423	1.11007	0.412964	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	1.31193
19.386	8.36795	4.81903	1.12557	0.401048	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	2.20819
19.4809	8.51286	4.70084	1.12764	0.380348	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	3.38068
19.574	8.71714	4.66584	1.14901	0.386659	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.484264
19.7347	8.89392	4.64803	1.13463	0.348176	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	4.03624
19.8103	9.11077	4.60732	1.16667	0.372524	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.985372
19.9385	9.34396	4.66268	1.17605	0.362173	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	3.21719
19.9865	9.55926	4.57954	1.21889	0.403799	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	2.53695
20.0712	9.80662	4.63526	1.24371	0.409237	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.969316
20.1326	10.057	4.70285	1.27107	0.411593	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	7.31144
20.1784	10.3384	4.78658	1.3123	0.43505	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	1.09919
20.1952	10.5717	4.72952	1.36003	0.476991	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	2.90496
20.2515	10.8519	4.8153	1.38989	0.483658	20.371	11.0109	20.1663	10.864	0.722256	4.7934	2.15392
20.2797	11.1114	4.86135	1.42029	0.486944	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	4.89398
20.314	11.3507	4.85939	1.44403	0.486278	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.000743994
20.2603	11.5967	4.77616	1.52146	0.57286	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	10.5409
20.3317	11.837	4.78773	1.52556	0.545698	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	4.83842
20.3577	12.0722	4.83236	1.52962	0.499065	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	3.75281
20.342	12.3658	4.92519	1.56958	0.514986	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	1.09137
20.2924	12.6026	4.86147	1.62824	0.572837	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	3.17272
20.3183	12.8398	4.84959	1.63936	0.553796	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	1.89489
20.3072	13.0686	4.82025	1.66447	0.553873	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	2.09682
20.2735	13.2784	4.76773	1.69321	0.55531	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.983561
20.2357	13.5123	4.77548	1.71887	0.54717	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	1.29871
20.2135	13.7745	4.82001	1.74094	0.5412	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	1.35545
20.1591	13.9996	4.78988	1.77688	0.558449	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.829642
20.1018	14.2584	4.83749	1.80711	0.560715	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.376576
20.0302	14.4869	4.83422	1.8384	0.562495	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	1.37253
19.9188	14.7466	4.90324	1.88319	0.58008	19.781	14.773	19.934	14.6897	-1.30687	4.62805	1.17834
19.8532	14.9633	4.88237	1.89915	0.55383	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	3.40346
19.8254	15.177	4.82483	1.90705	0.533042	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	2.18408
19.6951	15.3837	4.76638	1.98307	0.631817	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	7.84496
19.6705	15.5646	4.65685	1.98917	0.605216	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	3.43963
19.5804	15.7656	4.63716	2.01452	0.595904	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	1.29267
19.4742	15.9823	4.65532	2.04481	0.596315	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0.0446347
19.3749	16.1885	4.66008	2.05979	0.563851	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	1.81523
19.2662	16.3654	4.61099	2.08957	0.565907	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0.531783
19.151	16.5592	4.60055	2.11901	0.569129	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.246466
19.0161	16.7757	4.6482	2.1489	0.570302	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.253209
18.8593	16.9679	4.65932	2.20914	0.637203	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	6.62737
18.6767	17.2142	4.79905	2.2455	0.640794	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	2.01373
18.5765	17.417	4.77653	2.22812	0.545051	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	6.03363
18.3568	17.6161	4.86963	2.27631	0.56596	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	3.8286
18.2203	17.8082	4.85999	2.27893	0.513956	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	2.32056
18.0906	17.9924	4.82892	2.29483	0.504136	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.921317
17.9154	18.1462	4.80396	2.33874	0.538952	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	2.03341
17.7901	18.2828	4.70198	2.35978	0.533705	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	1.05316
17.6593	18.4615	4.67751	2.36678	0.505173	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	6.61496
17.4592	18.6489	4.75339	2.39498	0.507593	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.549036
17.2801	18.7885	4.72995	2.4304	0.525733	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	1.76334
17.1215	18.9227	4.67632	2.45485	0.524256	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0.27491
16.9542	19.0931	4.68768	2.46679	0.502858	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	3.04917
16.7355	19.2105	4.6977	2.50743	0.518853	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	2.71707
16.5439	19.3652	4.72445	2.5315	0.521003	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	3.25862
16.3121	19.5322	4.81961	2.55707	0.519535	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0.84871
16.0902	19.6144	4.79326	2.60841	0.557917	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	10.0981
15.8828	19.7599	4.82442	2.62861	0.54961	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0.749772
15.6964	19.883	4.77795	2.63345	0.502502	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	3.23383
15.4599	20.0404	4.86793	2.65085	0.493336	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	1.25346
15.2441	20.1856	4.90096	2.66167	0.472656	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	5.60956
15.0596	20.314	4.86754	2.67348	0.460902	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	1.9001
14.8283	20.3971	4.86751	2.71106	0.483429	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	2.15152
14.6135	20.5155	4.87559	2.72785	0.475758	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	0.610569
14.3736	20.6047	4.9053	2.76383	0.500596	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	1.24971
14.1279	20.678	4.91897	2.79609	0.50787	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	0.692066
13.8884	20.7509	4.93454	2.83113	0.527893	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	0.352225
13.6118	20.8157	4.99602	2.86553	0.535317	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	1.56417
13.3608	20.8483	5.01318	2.91813	0.584782	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	2.3621
13.1183	20.8865	4.99792	2.95178	0.589582	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	0.18416
12.8855	20.9457	4.9831	2.973	0.578641	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	1.80153
12.6957	20.9835	4.88533	2.99742	0.575974	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	2.09118
12.4397	21.026	4.92099	3.02481	0.576223	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	2.52737
12.1941	21.0622	4.92941	3.04972	0.571948	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	0.130735
11.9554	21.0821	4.9266	3.08074	0.579724	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	0.959919
11.7172	21.0503	4.89058	3.12538	0.597019	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	1.92537
11.4702	21.0368	4.88978	3.16071	0.603285	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	1.07755
11.2604	21.0274	4.82797	3.19104	0.604982	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	0.698771
11.0054	20.9892	4.84697	3.23028	0.61475	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	4.13667
10.8013	20.9486	4.77638	3.26767	0.623708	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0.533324
10.5558	20.9462	4.74427	3.27396	0.575685	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	5.59127
10.2653	20.9779	4.85749	3.27436	0.541992	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	3.50123
10.0278	20.9589	4.84972	3.29381	0.531465	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	1.02142
9.84257	20.9171	4.75321	3.32482	0.538646	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	1.58657
9.61471	20.9057	4.68949	3.32565	0.490119	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	2.22048
9.42724	20.8532	4.6136	3.35658	0.498812	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	0.784132
9.21195	20.8091	4.60338	3.38073	0.500471	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	1.42947
8.90361	20.7834	4.75475	3.38436	0.474043	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	2.6653
8.69418	20.7024	4.72763	3.4207	0.491353	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.36166
8.40696	20.6221	4.8371	3.44271	0.486262	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	2.93337
8.17858	20.542	4.84516	3.47155	0.494411	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.0870537
7.93244	20.4629	4.87671	3.49296	0.490179	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.139527
7.71627	20.3768	4.89018	3.52561	0.509728	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.44609
7.39282	20.3214	5.05165	3.52072	0.473469	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.27703
7.15778	20.2262	5.04284	3.5415	0.466647	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.231825
6.89003	20.1432	5.10124	3.55195	0.451565	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0.48366
6.66299	20.0527	5.07181	3.56755	0.439606	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.540461
6.41607	19.9605	5.09624	3.58101	0.429974	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.213636
6.1987	19.8674	5.06977	3.59865	0.426626	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	2.93289
5.93434	19.7733	5.12666	3.60547	0.409899	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	0.558555
5.69755	19.629	5.19475	3.64154	0.438566	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	1.80161
5.5347	19.5033	5.08704	3.67627	0.454507	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	1.76047
5.33257	19.3546	5.07924	3.70951	0.468675	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	1.80167
5.12421	19.2519	5.05321	3.72174	0.457094	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	1.97064
4.9391	19.1397	4.95608	3.73468	0.437481	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.69758
4.78479	18.9887	4.88261	3.77197	0.456107	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.746147
4.573	18.8386	4.94232	3.79626	0.463852	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	1.52905
4.40002	18.7069	4.89523	3.81824	0.463649	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	1.10715
4.22472	18.5641	4.82523	3.83591	0.449826	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	1.24979
4.10761	18.4103	4.72271	3.87628	0.472417	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	1.75607
3.9163	18.2377	4.86831	3.91097	0.503692	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	7.31153
3.64944	18.0953	4.98184	3.89867	0.458302	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	2.72531
3.49277	17.9453	4.87334	3.91429	0.44024	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.43618
3.25896	17.7776	4.95698	3.91564	0.414776	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	1.18945
3.07365	17.5939	5.03583	3.94306	0.432785	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	2.2743
2.89911	17.4758	4.97949	3.94543	0.412371	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	6.18624
2.7511	17.2596	5.05569	3.99315	0.457042	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	2.93262
2.5755	17.072	5.06724	4.01106	0.451221	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.0414339
2.41552	16.9072	4.94854	4.0164	0.417868	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	2.22972
2.2532	16.7351	4.93697	4.03016	0.410093	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.512971
2.07924	16.5392	4.91608	4.03892	0.3878	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.89245
1.92284	16.3088	4.96111	4.0662	0.395726	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	2.23105
1.77111	16.133	4.89163	4.07328	0.373777	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.931314
1.56364	15.9646	4.93844	4.06136	0.338033	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	1.7305
1.43167	15.7329	5.0291	4.10088	0.375747	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	2.07318
1.25694	15.5133	5.08228	4.11062	0.364388	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.710512
1.10022	15.3209	5.05589	4.11647	0.346539	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.98678
0.883689	15.1	5.15809	4.10718	0.314198	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	2.12359
0.741514	14.921	5.05645	4.10941	0.289357	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.55826
0.645461	14.7084	5.0073	4.1422	0.311052	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.562997
0.529128	14.4665	5.08213	4.17717	0.342215	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.79361
0.353	14.2426	5.14244	4.17648	0.320794	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	0.733186
0.221415	13.9889	5.27465	4.20775	0.351762	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	2.69456
0.217772	13.742	5.16027	4.27632	0.412384	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.07742
0.109087	13.4985	5.222	4.3014	0.423069	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.792884
-0.0590644	13.2644	5.2803	4.29452	0.38921	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	1.17852
-0.176334	13.0478	5.19377	4.29902	0.363673	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.29124
-0.170517	12.826	5.07124	4.35906	0.415362	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	3.68676
-0.284918	12.6016	4.9995	4.36031	0.383944	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	3.29743
-0.404627	12.3664	5.0299	4.3643	0.365325	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.343985
-0.523468	12.1588	4.97766	4.36001	0.334132	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	3.64991
-0.599404	11.9423	4.9476	4.37769	0.335945	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.505266
-0.722281	11.7136	4.95133	4.37283	0.307057	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.76004
-0.923566	11.4669	5.06232	4.33659	0.24383	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.3237
-1.02124	11.2435	4.97255	4.33678	0.218972	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.61371
-1.20169	11.0152	5.04116	4.30739	0.170582	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.43005
-1.28322	10.7684	5.11333	4.33274	0.200488	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.38064
-1.41597	10.5125	5.17234	4.32804	0.182534	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.888751
-1.50832	10.2481	5.2495	4.34703	0.200843	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.29764
-1.60305	10.0391	5.20046	4.35172	0.195406	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	2.07928
-1.69005	9.81081	5.15081	4.35843	0.188249	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.567339
-1.76174	9.59265	5.10312	4.37218	0.193978	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.829875
-1.87712	9.33792	5.19206	4.37444	0.191114	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.51223
-1.96216	9.04257	5.26406	4.38962	0.19653	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	3.93024
-2.04502	8.82233	5.17472	4.39046	0.178672	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	1.93941
-2.14201	8.56985	5.19881	4.39321	0.171119	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.124496
-2.27444	8.31312	5.25252	4.37975	0.14353	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.74541
-2.31583	8.0833	5.18793	4.40369	0.163968	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.882309
-2.37308	7.87431	5.09824	4.41496	0.165764	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.50308
-2.49	7.62121	5.14968	4.40572	0.144673	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.733597
-2.6524	7.38585	5.13602	4.36502	0.0729955	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.5732
-2.75835	7.12921	5.17581	4.36206	0.0648008	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.339489
-2.81739	6.89635	5.16321	4.38219	0.0925776	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.68848
-2.85287	6.69445	5.05393	4.40278	0.112025	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.40427
-2.90872	6.47843	4.93701	4.40478	0.0940265	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	3.69212
-2.96355	6.2441	4.91721	4.41751	0.103378	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.229011
-3.08522	5.99359	5.00122	4.40473	0.0849557	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.72918
-3.17344	5.71548	5.07639	4.40696	0.0816553	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.84298
-3.28331	5.46816	5.06876	4.3866	0.0377484	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.30222
-3.38388	5.20377	5.12759	4.38249	0.0303571	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.676559
-3.45123	4.95834	5.13418	4.39532	0.0500364	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.222462
-3.57238	4.67355	5.24487	4.38494	0.035057	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.18287
-3.68329	4.41928	5.2467	4.36485	-0.00708655	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.19278
-3.82197	4.14193	5.35241	4.34862	-0.0244582	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.37411
-3.89976	3.90289	5.33113	4.36084	0.00231872	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.27444
-3.96874	3.6746	5.26726	4.36685	0.00812093	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.774729
-4.06617	3.47434	5.17397	4.35035	-0.0246564	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.18971
-4.15708	3.23028	5.17732	4.34968	-0.0240399	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.00787061
-4.27487	2.97254	5.2269	4.33416	-0.0505042	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.767102
-4.36679	2.69548	5.28653	4.33754	-0.0433844	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.24724
