8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209224	0.114848	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47199	0.240711	0.00103963	-0.212757	8.56759	0.241943	8.45	0.25	0	0
8.46437	0.252217	-0.0100128	0.0240924	8.45582	0.253997	8.45	0.25	0	0
8.37756	0.252373	-1.32886	-0.00825165	8.42544	0.254042	8.35	0.25	-1.81979	0
8.28448	0.250726	-1.3479	-0.0124597	8.23962	0.24916	8.25	0.25	-1.81978	0
8.07797	0.227254	-3.04852	-0.163235	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.90533	0.185149	-3.06996	-0.314532	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.73633	0.166674	-3.17327	-0.326531	7.61269	0.155818	7.7	0.15	-2.99982	0
7.56963	0.155227	-3.18543	-0.307061	7.54016	0.159641	7.55	0.15	-2.99982	0
7.46824	0.126195	-2.29714	-0.343485	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.34229	0.0738267	-2.29562	-0.46617	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.18796	0.038794	-2.64189	-0.501306	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.045	-0.0170495	-2.63792	-0.604922	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.94716	-0.0789801	-1.97871	-0.719485	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84021	-0.178061	-1.97829	-0.940886	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.73283	-0.256022	-2.04205	-1.0565	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.63183	-0.370618	-2.04807	-1.28933	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.59269	-0.47917	-1.29832	-1.50409	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.53201	-0.591574	-1.29803	-1.64446	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49544	-0.73723	-0.814245	-1.90342	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.44664	-0.925781	-0.84797	-2.22168	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.35413	-1.05939	-1.38462	-2.19494	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.27101	-1.20887	-1.41247	-2.30465	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.34159	-1.4285	0.320099	-2.9628	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.35669	-1.61674	0.301103	-3.05826	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.29944	-1.74418	-0.554884	-2.7685	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.26265	-1.90976	-0.592482	-2.87114	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.3024	-2.10415	0.263867	-3.29629	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.32381	-2.25571	0.29181	-3.24505	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.31417	-2.40906	-0.0500874	-3.0409	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.3214	-2.56416	-0.0172443	-2.99329	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.36475	-2.74308	0.454366	-3.19498	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.40613	-2.88651	0.518997	-3.07449	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.42021	-3.01868	0.322715	-2.91251	6.46536	-3.00452	6.45	-3	0	-2.99754
6.43883	-3.15865	0.333376	-2.89132	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.48926	-3.33365	0.692929	-3.08746	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.53618	-3.48477	0.729738	-3.01998	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.61367	-3.65809	1.11834	-3.19543	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.70455	-3.79576	1.22332	-3.05178	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.76218	-3.93931	1.02646	-2.85937	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.83353	-4.07787	1.07928	-2.7886	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.88763	-4.22055	1.00915	-2.71527	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.94614	-4.36062	1.02422	-2.68335	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.97879	-4.47954	0.680276	-2.40358	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.03022	-4.58614	0.736719	-2.31321	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.09122	-4.71891	0.945892	-2.42622	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
