0.1334	2.7059	0	0	0.1334	2.7059	0	2.75	0	1
-0.0811925	3.72836	-0.268208	1.27792	-0.0812	3.7284	-0.1062	3.5408	-0.2487	0.9686
-0.167682	4.30224	-0.0602666	0.549811	-0.1667	4.2988	-0.4058	4.2803	-0.4818	0.8763
-1.03964	4.89095	-1.61041	0.829951	-1.0504	4.8929	-0.8798	4.9222	-0.6845	0.729
-1.33734	5.35261	0.31301	0.437145	-1.3231	5.3497	-1.4986	5.4259	-0.8443	0.5358
-2.49707	5.79129	-2.4456	0.61119	-2.5178	5.7926	-2.2232	5.76	-0.9511	0.309
-2.9379	5.90849	0.524977	-0.117415	-2.9155	5.903	-3.0081	5.9033	-0.998	0.0628
-3.85147	5.81854	-2.08991	-0.109611	-3.8712	5.8186	-3.804	5.847	-0.9823	-0.1874
-4.58608	5.50839	-0.251747	-0.545873	-4.5722	5.5051	-4.5609	5.5945	-0.9048	-0.4258
-5.02557	5.09013	-0.718699	-0.509724	-5.0291	5.0904	-5.2312	5.1616	-0.7705	-0.6374
-5.7828	4.61825	-1.07615	-0.635433	-5.7855	4.6173	-5.7729	4.5757	-0.5878	-0.809
-6.02673	3.9208	0.133863	-1.00629	-6.0176	3.918	-6.1517	3.8735	-0.3681	-0.9298
-6.37683	3.15443	-0.762755	-0.930469	-6.3836	3.155	-6.3441	3.0991	-0.1253	-0.9921
-6.13669	2.37797	0.904911	-0.993378	-6.1241	2.3775	-6.3378	2.3013	0.1253	-0.9921
-6.06534	1.40957	-0.3749	-1.33403	-6.075	1.407	-6.1333	1.53	0.3681	-0.9298
-5.80184	0.707987	0.730052	-0.61695	-5.7935	0.7134	-5.7435	0.8338	0.5878	-0.809
-5.03934	0.262094	1.08004	-0.523466	-5.0367	0.2628	-5.1927	0.2565	0.7705	-0.6374
-4.48088	-0.384822	0.480777	-0.970893	-4.4854	-0.3882	-4.5157	-0.1657	0.9048	-0.4258
-3.86315	-0.366964	0.937931	0.587393	-3.8597	-0.3552	-3.7549	-0.4063	0.9823	-0.1874
-2.56156	-0.192328	2.01901	0.00830239	-2.5534	-0.1967	-2.9582	-0.4502	0.998	0.0628
-2.21098	-0.301091	-0.461123	-0.218025	-2.2297	-0.3028	-2.1757	-0.2945	0.9511	0.309
-1.61469	0.105695	1.43176	0.921815	-1.6004	0.1143	-1.4564	0.0509	0.8443	0.5358
-0.741273	0.580292	0.898338	0.406312	-0.7453	0.5764	-0.8456	0.5643	0.6846	0.7289
-0.546937	1.13736	-0.129967	0.861348	-0.5547	1.1408	-0.3817	1.2135	0.4818	0.8763
-0.157209	1.90947	0.838262	1.02418	-0.1499	1.9107	-0.0938	1.9576	0.2487	0.9686
-0.0314338	2.71707	-0.230246	1.00116	-0.0395	2.7169	0	2.75	0	1
-0.139625	3.47257	-0.0811874	0.912068	-0.1385	3.4719	0.0813	3.5437	0.2182	0.9759
0.332548	4.32203	0.972198	1.14701	0.3405	4.3238	0.3575	4.2923	0.454	0.891
0.929379	4.8275	0.61737	0.338749	0.9267	4.8214	0.8112	4.9487	0.6613	0.7501
1.45247	5.31677	0.674623	0.766807	1.4529	5.32	1.4138	5.4717	0.8271	0.5621
2.16888	5.84871	1.02119	0.606957	2.1715	5.8475	2.1276	5.8283	0.9409	0.3387
2.95102	6.16993	0.9529	0.284662	2.9505	6.1675	2.9076	5.9962	0.9956	0.0941
3.69862	6.03172	0.924037	-0.433015	3.6984	6.0263	3.7049	5.9649	0.9877	-0.1565
4.53477	5.80503	1.11411	-0.198221	4.5362	5.8068	4.4693	5.7363	0.9177	-0.3972
5.10239	5.70651	0.479358	-0.0804333	5.0976	5.7074	5.1529	5.3248	0.7901	-0.6129
5.78438	4.64585	1.06477	-2.03437	5.7888	4.6311	5.7127	4.7561	0.6129	-0.7902
6.05027	3.93483	-0.0843167	-0.237013	6.0416	3.9484	6.1134	4.0662	0.3971	-0.9178
6.36376	3.13139	0.662766	-1.44084	6.3694	3.1223	6.33	3.2982	0.1564	-0.9877
6.46791	2.337	-0.172817	-0.738195	6.4616	2.3423	6.3488	2.5005	-0.0941	-0.9956
6.0732	1.74236	-0.675771	-0.746195	6.0694	1.7423	6.1686	1.7232	-0.3388	-0.9409
5.89139	1.19546	0.0279095	-0.64803	5.8967	1.1962	5.8008	1.0152	-0.5621	-0.8271
5.29082	0.304515	-1.19369	-1.3786	5.2816	0.299	5.2685	0.4208	-0.7501	-0.6613
4.91808	0.142668	-0.0518833	0.466919	4.9267	0.1566	4.605	-0.0225	-0.891	-0.454
3.75589	-0.32741	-2.24972	-1.18754	3.7393	-0.3399	3.8522	-0.2868	-0.9759	-0.2181
2.99581	-0.683198	-0.210715	-0.0221282	3.0112	-0.6744	3.0573	-0.3557	-0.9995	0.0314
2.19624	-0.142862	-1.4482	1.07228	2.1869	-0.1346	2.2702	-0.2247	-0.9603	0.279
1.48281	0.167406	-0.575234	-0.001563	1.4894	0.1593	1.5404	0.0979	-0.8607	0.509
0.766886	0.705416	-1.07677	1.05601	0.7631	0.7134	0.9138	0.5919	-0.7071	0.7071
0.395544	1.32119	-0.115652	0.606836	0.4028	1.3178	0.4297	1.2262	-0.509	0.8607
0.103356	1.76078	-0.507231	0.516857	0.1004	1.7601	0.1186	1.961	-0.279	0.9603
0.0914684	2.76121	0.265265	1.66795	0.0973	2.7699	0	2.75	-0.0314	0.9995
